ETC_00000000_000000	語包版本 : 2020/01/01/13:39
ETC_20161005_025226	消滅怪物解放維多拉斯的靈魂
ETC_20161005_025227	收集可以當作慰靈碑材料的殘骸
ETC_20161005_025228	設置簡易慰靈碑
ETC_20161005_025229	引導靈魂前往慰靈碑
ETC_20161005_025230	打開文件盒看看
ETC_20161005_025231	消滅紅色魔力鴨，讓蘇菲亞採取標本
ETC_20161005_025232	破壞紅色魔力鴨的的蛋巢穴
ETC_20161005_025233	讓蘇菲亞對沈睡的摩格蘭進行藥物試驗
ETC_20161005_025234	在飼料堆裡混進藥物
ETC_20161005_025235	在肯陶洛斯周圍燃燒亞斯特羅斯藥草
ETC_20161005_025236	塞恩特里尼斯原野的泥土混入肯陶洛斯粉塵
ETC_20161005_025237	跟著謎樣的獵人前往他的隱身處
ETC_20161005_025238	比爾黑爾馬斯收集全部草烏
ETC_20161005_025239	設置比爾黑爾馬斯的麻痺陷阱
ETC_20161005_025240	對和比爾黑爾馬斯一起的怪獸給予大的打擊
ETC_20161005_025241	溶化遮住樹木傷痕的苔蘚
ETC_20161005_025242	羅查利亞確認領地碑
ETC_20161005_025243	從危機中救出二位領主
ETC_20161005_025244	使魔法樹木對王家的紋章產生反應
ETC_20161005_025245	解答王之石像和時間之柱的謎語
ETC_20161005_025246	使王家的紋章吸收靈魂
ETC_20161005_025247	這不是怪物所持有的物品
ETC_20161005_025248	放置假的羊皮紙
ETC_20161005_025249	消滅調查場所周邊的哥布林
ETC_20161005_025250	戶萊以修完成調查回來
ETC_20161005_025251	消滅藍色小豬多普取得油來點燃營火
ETC_20161005_025252	調查貝斯茲休憩地
ETC_20161005_025253	調查堤貝斯空地
ETC_20161005_025254	選擇營養劑瓶
ETC_20161005_025255	詢問紅楓觀察結果
ETC_20161005_025256	詢問關於力量均衡
ETC_20161005_025257	詢問關於奎波爾們
ETC_20161005_025258	於營養劑瓶補充營養劑
ETC_20161005_025259	調查拉帕伊交叉路
ETC_20161005_025260	調查樹墩
ETC_20161005_025261	確認綠色楓樹
ETC_20161005_025262	確認異常的楓樹
ETC_20161005_025263	被撕爛的布人偶的真面目
ETC_20161005_025264	到商圈入口尋找奧施莉奈的痕跡
ETC_20161005_025265	觀察魔族(1)
ETC_20161005_025266	觀察魔族(2)
ETC_20161005_025267	消滅魔君主迪耶那
ETC_20161005_025268	設置奎波爾的警報水晶
ETC_20161005_025269	搜索準備(3)
ETC_20161005_025270	破壞防礙魔法陣
ETC_20161005_025271	火槍手練習台發光的瞬間攻擊
ETC_20161005_025272	補充森林的氣息
ETC_20161005_025273	消滅怪物10秒內再消滅下一個怪物
ETC_20161005_025274	淨化魔族的精髓
ETC_20161005_025275	奎波爾們保護到魔法陣完成為止
ETC_20161005_025276	令魔力核爆炸破壞被擋住的通道
ETC_20161005_025277	破壞魔族的束縛裝置
ETC_20161005_025278	眼線很多
ETC_20161005_025279	啟動所有關閉裝置
ETC_20161005_025280	參與奎波爾的淨化儀式
ETC_20161005_025281	聆聽女神達莉雅的故事
ETC_20161005_025282	補充保護魔法
ETC_20161005_025283	搜索女神達莉雅的痕跡
ETC_20161005_025284	在賦予神聖力的期間守護奎波爾
ETC_20161005_025285	補充女神薩勒的力量
ETC_20161005_025286	振作精神吧！ (1)
ETC_20161005_025287	振作精神吧！ (2)
ETC_20161005_025288	振作精神吧！ (3)
ETC_20161005_025289	時間內啟動輔助裝置
ETC_20161005_025290	觀察傑斯堤
ETC_20161005_025291	收集散落的達莉雅的靈魂
ETC_20161005_025292	和祭司凱勒堤一起移動至祭壇
ETC_20161005_025293	透過乾淨的精髓設置晶球補充神聖力
ETC_20161005_025294	於祭壇附近放置補充神聖力的精髓
ETC_20161005_025295	種植證明的種子
ETC_20161005_025296	獵捕多隆伊
ETC_20161005_025297	獵捕圖隆伊
ETC_20161005_025298	汲取實驗所需要的水
ETC_20161005_025299	讓多隆伊聞一下帕瑪勒蕨葉的味道
ETC_20161005_025300	餵食圖隆伊圖爾洛花
ETC_20161005_025301	餵食奧斯卡拉斯治療劑
ETC_20161005_025302	搜索比爾卡斯的棲息地
ETC_20161005_025303	利用造箭者之箭探索裝置尋找造箭者之箭
ETC_20161005_025304	取回魔法解除寶珠
ETC_20161005_025305	和祭司林塔斯一起尋找卡杜梅爾國王的第二個紀念碑
ETC_20161005_025306	尋找卡杜梅爾國王的第二個紀念碑
ETC_20161005_025307	打聽關於薩勒、拉達、加比婭、瓦卡麗涅女神的行蹤
ETC_20161005_025308	打聽關於奧斯特雅女神的行蹤
ETC_20161005_025309	打聽關於尤拉泰女神的行蹤
ETC_20161005_025310	打聽關於澤米娜女神的行蹤
ETC_20161005_025311	打聽關於達莉雅女神的行蹤
ETC_20161005_025312	打聽關於巴伊寶拉女神的行蹤
ETC_20161005_025313	打聽關於梅德依那女神的行蹤
ETC_20161005_025314	打聽關於拉伊瑪女神的行蹤
ETC_20161005_025315	打聽關於奧施莉奈女神的行蹤
ETC_20161005_025316	取得弗里亞花瓣
ETC_20161005_025317	取得波皮蕨葉
ETC_20161005_025318	取得愛爾力草
ETC_20161005_025319	新鮮的材料[死靈法師轉職]
ETC_20161005_025320	收集帶有魔力的血液
ETC_20161005_025321	香爐材料[鍊金術士轉職]
ETC_20161005_025322	利用支配印章惡靈並吸收
ETC_20161005_025323	淨化感染魔氣的植物
ETC_20161005_025324	尋找病原菌[瘟疫醫生轉職]
ETC_20161005_025325	充滿於事物的魔力[附魔師轉職]
ETC_20161005_025326	利用魔力吸收晶球吸收事物上所充滿的魔力
ETC_20161005_025327	閱讀審判者大師所寫的公告文
ETC_20161005_025328	使用審判之書並取回異端者的物品
ETC_20161005_025329	對怪物使用符咒
ETC_20161005_025330	受詛咒的物品[妖術師轉職]
ETC_20161005_025331	利用解除的印章解除物品上的詛咒或是回收帶詛咒的物品
ETC_20161005_025332	在魔法師之塔2層找回書[賢者的基準點]
ETC_20161005_025333	到艾爾高斯修道院本院找回[蒙代羅爾山的女神處所 1卷] 書籍
ETC_20161005_025334	到內城壁第9區域找回書[空間之書]
ETC_20161005_025335	收集蘭朵林草
ETC_20161005_025336	米雪勘森林隱藏任務解禁條件
ETC_20161005_025337	大地之塔第24層
ETC_20161005_025338	護衛NPC
ETC_20161005_025339	馬勒托斯貯藏室 G3
ETC_20161005_025340	瑪那哈斯組合
ETC_20161005_025341	HP 恢復 {img green_up_arrow 16 16}240
ETC_20161005_025342	所有屬性 {img green_up_arrow 16 16}6
ETC_20161005_025343	寒冰屬性追加傷害 {img green_up_arrow 16 16}110 {nl} 力量、精神屬性 {img green_up_arrow 16 16}12
ETC_20161005_025344	狙擊手比率
ETC_20161005_025345	這個不使用 根據item.xml的 maxcnt進行
ETC_20161005_025346	公會戰最近配對的公會不可配對選項 (為0時不使用)
ETC_20161005_025347	目前在讀取電腦時間嗎？
ETC_20161005_025348	就算客戶端連線結束，是否還是繼續使用功能。
ETC_20161005_025349	BillingShop沒有HTTP通信Test用內部值使用與否 (使用時，cash 使用會變無限)
ETC_20161005_025350	BillingShop沒經過DB管理Test用內部值使用與否 (使用時，道具支付監查不會達成。)
ETC_20161005_025351	Bandicam
ETC_20161005_025352	賢者傳點基本數量
ETC_20161005_025353	魔法賦予卷軸登錄市場時最低銀幣價格
ETC_20161005_025354	槍
ETC_20161005_025355	不要以為在遠處就很安全！！
ETC_20161005_025356	單手弓 單手劍
ETC_20161005_025357	期限內未使用系統回收。
ETC_20161005_025358	製作書-副本掃盪卷[★★]
ETC_20161005_025359	製作書-真實之鏡
ETC_20161005_025360	製作書-皮雷納劍
ETC_20161005_025361	製作書-艾布都查單手劍
ETC_20161005_025362	製作書-蓋伊實萊修
ETC_20161005_025363	製作書-薩克米斯
ETC_20161005_025364	製作書-溫迪亞權杖
ETC_20161005_025365	製作書-榮耀之心
ETC_20161005_025366	製作書-彼安那拉吉斯法杖
ETC_20161005_025367	製作書-里加德角法杖
ETC_20161005_025368	製作書-阿弗卡屋雷弓
ETC_20161005_025369	製作書-阿斯特拉弓
ETC_20161005_025370	製作書-銀鷹十字弓
ETC_20161005_025371	製作書-里加德角十字弓
ETC_20161005_025372	製作書-彼安那拉吉斯鈍器
ETC_20161005_025373	製作書-斯寇史梅修
ETC_20161005_025374	製作書-皮格力矛槍
ETC_20161005_025375	製作書-云夏德矛槍
ETC_20161005_025376	製作書-世刻梅特
ETC_20161005_025377	製作書-里加德角長槍
ETC_20161005_025378	製作書-雙彈道手槍
ETC_20161005_025379	製作書-亞斯帕娜左輪手槍
ETC_20161005_025380	製作書-德拉郡長槍
ETC_20161005_025381	製作書-艾蒙加德火槍
ETC_20161005_025382	製作書-萊恩海德匕首
ETC_20161005_025383	製作書-艾蒙加德匕首
ETC_20161005_025384	製作書-blood stealer
ETC_20161005_025385	製作書-史瓦歐格瑪護手套
ETC_20161005_025386	製作書-德布林護手套
ETC_20161005_025387	製作書-席力鋼鐵靴子
ETC_20161005_025388	製作書-謝乙得護脛靴
ETC_20161005_025389	製作書-紐特布甲
ETC_20161005_025390	製作書-紐特短褲
ETC_20161005_025391	製作書-紐特靴子
ETC_20161005_025392	製作書-紐特手套
ETC_20161005_025393	製作書-紐特皮革盔甲
ETC_20161005_025394	製作書-紐特皮革短褲
ETC_20161005_025395	製作書-紐特皮革靴子
ETC_20161005_025396	製作書-紐特皮革手套
ETC_20161005_025397	製作書-紐特鋼鐵盔甲
ETC_20161005_025398	製作書-紐特鋼鐵褲子
ETC_20161005_025399	製作書-紐特鋼鐵護脛靴
ETC_20161005_025400	製作書-紐特鋼鐵護手套
ETC_20161005_025401	製作書-萊恩海德之盾
ETC_20161005_025402	製作書-艾蒙加德之盾
ETC_20161005_025403	製作書-萊恩海德重砲
ETC_20161005_025404	製作書-艾蒙加德重砲
ETC_20161005_025405	審判者轉職
ETC_20161005_025406	附魔師轉職
ETC_20161005_025407	神射手轉職
ETC_20161005_025408	槍騎兵轉職
ETC_20161005_025409	巫女轉職
ETC_20161005_025410	製作附魔彈
ETC_20161005_025411	需要附魔製作特性。
ETC_20161005_025412	需要御守製作特性。
ETC_20161005_025413	試圖連線其它伺服器，回到伺服器選擇畫面。
ETC_20161005_025414	在該地區不能使用。
ETC_20161005_025415	在該地區已經正在使用掃盪卷。
ETC_20161005_025416	這不是可以穿戴此道具的職業。
ETC_20161005_025417	在撿拾裝備之前不能進行變更裝備。
ETC_20161005_025418	季節伺服器無法上升到280等級以上。
ETC_20161005_025419	不能裝備的性別。
ETC_20161005_025420	{Time}分內廣域攻擊比率增加{Value}。
ETC_20161005_025421	{Time}分內廣域防禦比率增加{Value}。
ETC_20161005_025422	不能購買
ETC_20161005_025423	{#FF0000}※ 禮包內的組成物品全部不可以交易。{/}
ETC_20161005_025424	{#0054FF}※ 禮包內的組成物品全部可以交易。{/}
ETC_20161005_025425	{#FF0000}※ 本商品每個帳號限購買1次。{/}
ETC_20161005_025426	現金背包沒有多餘空間。
ETC_20161005_025427	正在調查木柴堆
ETC_20161005_025428	調查中
ETC_20161005_025429	就算搖晃樹木，樹葉也不會掉落。{nl}好像被什麼綁住似的。
ETC_20161005_025430	{ITEM2} 交換
ETC_20161005_025431	展示文字道具
ETC_20161005_025432	{ITEM2} {COUNT1} 累積:{COUNT2}
ETC_20161005_025433	救、世、者、之、樹 交換累積次數 : {COUNT}
ETC_20161005_025434	冒險日誌：
ETC_20161005_025435	正在回收教理本
ETC_20161005_025436	正在使用水晶球
ETC_20161005_025437	正在聞帕瑪勒蕨葉味道
ETC_20161005_025438	一讓多隆伊聞一下帕瑪勒蕨葉的味道{nl}他一直發抖
ETC_20161005_025439	正在使用魔法晶球
ETC_20161005_025440	魔力調節失敗，{nl}無法對怪物刻上屍塊挖掘的標誌。
ETC_20161005_025441	必須要清除破片，{nl}前往魔力觀測所。
ETC_20161005_025442	別緊張。{nl}跟我的指示做就可以了。
ETC_20161005_025443	可是…幫助我們的客人{nl}還沒來啊。
ETC_20161005_025444	我會等到{nl}他來為止。
ETC_20161005_025445	來晚了。{nl}哈勃克。
ETC_20161005_025446	我不是你的手下。{nl}別催我。
ETC_20161005_025447	這些人跟你一樣都是為了幫我而來的。
ETC_20161005_025448	其它魔族感受到了。{nl}這是什麼手段？
ETC_20161005_025449	是叫巴爾道勃斯的傢伙。{nl}不會很可怕吧？
ETC_20161005_025450	別聊了。{nl}正式開始吧！
ETC_20161005_025451	我去補充力量再來。
ETC_20161005_025452	請跟著我。
ETC_20161005_025453	在破壞魔族們的召喚陣的期間，{nl}請對付那些傢伙。
ETC_20161005_025454	在我解除這個結界的時候，{nl}請消滅魔族們。
ETC_20161005_025455	前往其它地區吧！{nl}從這裡開始得小心點。
ETC_20161005_025456	弗羅里！真是悶！{nl}你們人類真是太膽小了。
ETC_20161005_025457	哈勃克！不行！
ETC_20161005_025458	這是圖書館的防禦魔法！{nl}請在救出哈勃克的時候好好守護。
ETC_20161005_025459	首先得將這些傢伙{nl}全部消滅才行。
ETC_20161005_025460	必須消滅這些傢伙，{nl}然後將魔力集中於時間的萬花鏡上。
ETC_20161005_025461	正在補充魔力
ETC_20161005_025462	正在收集魔力
ETC_20161005_025463	好了！{nl}現在回去找那位魔法師吧！
ETC_20161005_025464	已消滅巴爾道勃斯。
ETC_20161005_025465	你現在打算怎麼辦？
ETC_20161005_025466	巴爾道勃斯…{nl}不是可以溝通的傢伙。{nl}受死吧！
ETC_20161005_025467	各位冒險家{nl}請移除此地的境界石。
ETC_20161005_025468	在清除那個之前，{nl}就算作戰成功也不能從這裡出去。
ETC_20161005_025469	跟我來。{nl}還有從現在開始聽我說。
ETC_20161005_025470	如果想破壞境界石，{nl}消滅那些傢伙，和我合力吧！
ETC_20161005_025471	現在出發去消滅巴爾道勃斯吧！
ETC_20161005_025472	我先回去找弗羅里。{nl}到中央來。
ETC_20161005_025473	{FLOOR}，如要移動至此需要[{ITEM}] {VALUE}個。{nl}只有組隊的玩家可以一起進場。{nl}您要進場嗎？
ETC_20161005_025474	跟著組隊隊長走
ETC_20161005_025475	請跟著組隊隊長移動至索爾米奇區間。{nl}(可以透過奎波爾路塔移動。)
ETC_20161005_025476	請跟著組隊隊長移動至索爾米奇區間。
ETC_20161005_025477	無法挑戰大地之塔索爾米奇區間！{nl}組隊成員不符合挑戰條件。{nl}(等級條件不足)
ETC_20161005_025478	{Auto_1}等級增加！
ETC_20161005_025479	已設置的內容物比技能等級多，必需要移除內容物才能夠上架。
ETC_20161005_025480	最少要有{Number}名以上的公會成員上線才可以申請公會戰。
ETC_20161005_025481	無法對自身使用。
ETC_20161005_025482	在目前地區無法戰鬥時，有可能會遺失一部份所持有的寶石、卡片、祝福石、銀幣等。
ETC_20161005_025483	歡迎來到尤拉泰伺服器。{nl} {nl}尤拉泰伺服器是 7/28~10/20期間營運的季伺服器，因此 10/20 以後{nl}將無法繼續使用尤拉泰伺服器。{nl} {nl}伺服器內的角色統合相關詳細內容 {nl}請參考官方網站中的公告。{/}
ETC_20161005_025484	已將[{Key1}]鍵和[{Key2}]鍵設成一個[{Key}]鍵。
ETC_20161005_025485	沒有清除大地之塔的角色無法獲得獎勵。
ETC_20161005_025486	購買處理過程發生錯誤。{/}請稍後再試。
ETC_20161005_025487	本商品每個帳號只能購買1次。
ETC_20161005_025488	退費處理過程中發生錯誤。{/}請稍後再試。
ETC_20161005_025489	購買條件不符。
ETC_20161005_025490	紫羅蘭
ETC_20161005_025491	魔力球碎片
ETC_20161005_025492	魔力裝置
ETC_20161005_025493	曝露於魔力的怪物
ETC_20161005_025494	微弱的魔力
ETC_20161005_025495	細微的魔力
ETC_20161005_025496	驅魔裝置
ETC_20161005_025497	赫倫達的痕跡
ETC_20161005_025498	奇妙的痕跡
ETC_20161005_025499	石柱碎片
ETC_20161005_025500	綠色哥布林魔術師
ETC_20161005_025501	古老聖所
ETC_20161005_025502	守山人普羅紐斯
ETC_20161005_025503	威力塔
ETC_20161005_025504	紅楓森林_24_3
ETC_20161005_025505	[附魔師大師]{nl}   耶那 哈賓達勒
ETC_20161005_025506	埃德林的背包
ETC_20161005_025507	謎樣的魔族裝置
ETC_20161005_025508	簡易慰靈碑
ETC_20161005_025509	城壁殘骸
ETC_20161005_025510	紅色魔力鴨的的蛋巢穴
ETC_20161005_025511	耶佳蕨葉
ETC_20161005_025512	充滿神聖力的精髓
ETC_20161005_025513	珊瑚平原1
ETC_20161005_025514	比爾卡斯之窟
ETC_20161005_025515	[賢者大師]{nl}
ETC_20161005_025516	緊急魔法陣
ETC_20161005_025517	防禦壁管理器
ETC_20161005_025518	秘密保管盒
ETC_20161005_025519	破碎的魔法石
ETC_20161005_025520	資材保管盒
ETC_20161005_025521	魔法石燈
ETC_20161005_025522	廢都104
ETC_20161005_025523	廢都105
ETC_20161005_025524	[角鬥士大師]{nl}
ETC_20161005_025525	[槍騎兵大師]{nl}諾歐 帕雷塞烏斯
ETC_20161005_025526	被遺忘的女神祭壇
ETC_20161005_025527	城堡地下城入口
ETC_20161005_025528	[審判者大師]{nl}托瑪斯 伊科諾施塔席斯
ETC_20161005_025529	[刀騎兵大師]{nl}
ETC_20161005_025530	[神射手大師]{nl}班高蒙特 寶勒伊欽
ETC_20161005_025531	[卡道拉商團]{nl}
ETC_20161005_025532	[道士大師]{nl}
ETC_20161005_025533	白樹林 22_2
ETC_20161005_025534	白樹林 22_3
ETC_20161005_025535	亞爾雷克斯
ETC_20161005_025536	[巫女大師]{nl}
ETC_20161005_025537	怪物出現在夏亞汀所告知的地方，請將他們全部擊退。
ETC_20161005_025538	按下確認就會移動至進場過地方。
ETC_20161005_025539	10秒後開始訊息
