QUEST_00000000_000000	UTF-8-DOM問題迴避用
QUEST_20170420_005886	雙酬傭兵大師的名字克艾拉其實並不是本名。{nl} 對此有的人認為他雖然是貴族出身，但為了帶領傭兵團而隱姓埋名。反面，也有一派人認為他是因為出身低微，所以才使用假名。{nl} 我雖然知道真相，但這是他的私事，為了保守秘密，我無可奉告。
QUEST_20170420_005887	雙酬傭兵大師沃希斯是平民出身卻自己走到當前地位的大人物。{nl} 克里克則是他的部下和敵人們感嘆他的能力所取的別名，後來才用這個別名直接當作他的姓氏的。
QUEST_20170420_005888	與雙酬傭兵大師或他的傭兵團不同，黑暗騎兵大師 沃希斯 克里克是個戰鬥狂。{nl} 所以他強調的是傭兵團的戰友愛，賺錢的目的也是為了潤澤他帶領的傭兵團與團員。{nl} 以嚴格的軍律與熱情的戰友愛為底，集合實力出眾的實力者的集團正是他所期望理想的傭兵團模樣。
QUEST_20170420_005889	得知從武僧大師 歐爾帕斯 克林那裏接管的部下們所遭遇的事之後，即使那是他們在成為他的部下以前發生的事，黑暗騎兵大師仍當作自己的事，與他們一同打抱不平。{nl} 那之後，沃希斯 克里克就非常討厭武僧大師 歐爾帕斯 克林，海賊大師 哈伊萊伊本也非常嫌棄在他看來管理傭兵團的方式非常不合理的雙酬傭兵大師。
QUEST_20170420_005890	黑暗騎兵大師 沃希斯 克里克作為軍人是最上級的人物。{nl} 個人戰鬥力、戰略戰術等能力是當然，連政治、社會、文化等教養也不少，非常聰明。{nl} 他沒效力王國軍的理由是，他覺得若變成受到王國規範的正規軍人，就不能試驗他想要的各種武器和戰術。
QUEST_20170420_005891	黑暗騎兵大師 沃希斯 克里克具備開放的思維，對手下傭兵團要用槍還是什麼新型武器，從不會猶豫。{nl} 這方面他在互相反目的四人，海賊大師、武僧大師、雙酬傭兵大師之中，評價算是最正常的。
QUEST_20170420_005892	劍士大師 拉修亞過去是以燦爛的軍功填滿他的人生。{nl} 然而現在他的人生卻充滿他的心力無法承擔的王國苦難，讓他感到悲傷。
QUEST_20170420_005893	瑪利亞 利德 輕裝步兵大師相信參與戰鬥能獲得與之相等的報酬。{nl}但是比起報酬，對他來說更重要的是必須參加戰鬥的光榮的理由。{nl} 這也是高地戰士大師無法說服他的原因之一。
QUEST_20170420_005894	出身歷史悠久的布萊格家門的高地戰士大師 道格拉斯 布雷克是個與家門留下來的古老宅邸一般個性穩重的武人。
QUEST_20170420_005895	當初沒有時間充分準備好幫助野蠻人大師 瓦爾德瓊納及他的族人，對此我一直感到很抱歉。
QUEST_20170420_005896	重裝步兵大師 艾迪達斯 貝伊洛和他的戀人普爾林德斯想說的是，就如同安家，世上總有一天也會回復和平的。
QUEST_20170420_005897	圓盾劍士大師卡米亞雖是個出色的軍人，但是究竟該投身哪個軍隊，他自己也不知道。{nl} 比起干涉他幫他選擇，我還是想尊重他自己的決定。
QUEST_20170420_005898	鐵甲騎兵大師 梅特 庫拉格為了自己想走的路而放棄了婚姻。{nl} 雖然他因此沒有後嗣，但他身為鐵甲騎兵的功績定不容小覷。
QUEST_20170420_005899	喔，尤斯堤那 勒肯，那個家門的最後一個子女，必須同時負起家門與侍從大師的沉重責任，令人不捨的命運的主人阿…
QUEST_20170420_005900	索勒夏河頓本就是會成為頂尖擊劍手大師的貴族之後。{nl} 要是有誰想阻擋這個女孩的路，那是打算對抗命運的刀刃嘛。
QUEST_20170420_005901	聖殿騎士大師 烏斯卡出身微寒，只是個平民的兒子，卻做到了同時兼任夏奧雷騎士團長和聖殿騎士大師之偉業。{nl} 他的謙遜同時顯現於他的外貌與心性等方面，他的責任感也與他的能力一樣可靠。
QUEST_20170420_005902	希米爾家門的未來全倚靠家門代表龍騎士大師 巴雷斯卡希米爾來決定。{nl} 雖然以他們的出奇不意，夏班史達會不會重新成為主人還不一定，但不管是什麼決定，都會是歷史性的選擇。
QUEST_20170420_005903	忍者大師 尤拉 斯瓦約內總是藏身於王國御座下暗不見光的地方，擋下任何威脅王座的勢力，是王國看不見的武器。
QUEST_20170420_005904	角鬥士大師 佩爾立克西亞的生活每一分秒都賭上生命，過著走在刀刃上的人生。{nl} 且她所留的每一滴汗，都是為了不讓命運的盡頭追上他，而付出的血債。
QUEST_20170420_005905	諾歐 帕雷塞烏斯，偉大的王的後孫！即使俗世的王為不屬於他，他自會以他的能力得到戰爭之王的稱號。
QUEST_20170420_005906	百夫長大師 克拉伊切是所有王國軍士兵們的楷模。{nl} 只是王國軍現在的狀況反而扯住他的後腿。
QUEST_20170420_005907	我尊重鬥牛士大師克里戴拉歐泰羅的人生觀。{nl} 但是因為她所擁有的能力和影響力對世上可能造成負作用而覺得悲傷。
QUEST_20170420_005908	法師大師本來是所有魔法大師中才能最不足的。{nl} 但是現在她的實力比起任何一個有才能的大師都不遜色。{nl} 我不禁對她孤單的努力起了敬意。
QUEST_20170420_005909	阿布雷 梅林在聖職者與魔法師的兩者間找到新的平衡，對他的見識我感到很佩服。{nl} 若不是她，還有誰適合烈焰術士大師呢？
QUEST_20170420_005910	寒冰法師大師 艾利斯托 克羅烏利如蛇一般，有智慧且雖知道怎麼遵從神意，卻不像鴿子一般純潔，欺瞞他人毫不猶豫的魔法師大家，我對他想說的就是這些了。
QUEST_20170420_005911	伊立 泰利德念力法師大師是個將希望自己的才能能被認證的懦弱內心藏起來的男人。{nl} 他在學習魔法前就已經是超能力者，在他發現自己的超能力之前也就已經是個成功的大商人了。
QUEST_20170420_005912	鎖鏈法師大師 維諾那 安德是在眾多天才中，即使在魔法學歷史上也很罕見的天才。{nl} 少說也要170後，出現像是魯希德 萬托斯芬或者歐文狄爾班等魔法師，才有可能超越。
QUEST_20170420_005913	拉利沙一定能活到普通人類女性的平均壽命的。{nl} 且那會成為他的天才性無法繼續發展的窮極性障礙。
QUEST_20170420_005914	元素使大師 威坎 塞雷斯堤克追求著一段無法成真的愛情。{nl} 他喜歡的女性對結婚毫無關心，只在意永生。
QUEST_20170420_005915	巫師大師雖然還年輕，卻對老化與死亡有著過多的擔心。{nl} 即使如此我也不能告知他能不能成為安基納斯。{nl} 這點神諭師大師也是一樣的，所以這也有可能是戴姆 奇勒凱討厭阿普羅尼亞的原因。
QUEST_20170420_005916	魯希德 萬托斯芬雖隱居但無躲藏，但也不會積極地出現在世人面前，就這樣活了數百年。{nl} 雖然尊重她的自由意志，但她就像時間一般，存在我們周圍的同時，也一直流逝。
QUEST_20170420_005917	羅勒塔 寧帕斯是死靈法師大師，同時也是年紀最小的安基納斯，也是個把永遠抓不到的目標放在眼前的女人。
QUEST_20170420_005918	鍊金術士大師為了維持溫特史普恩家門的名聲而勞心費力，但其實那個家門的名譽沒那麼容易動搖。{nl} 只是即使如此她還是感到不安，看她那個樣子還滿不忍的。
QUEST_20170420_005919	我很好奇咒術師大師 梅拉尼 梅拉金日後會如何。{nl} 職業需要，她總是在魔族周圍，受到影響總有無法看到的不透明性存在。
QUEST_20170420_005920	我期待我的姊妹們能成為世上所有人類的支柱。{nl} 雖然也不是期待落空，但總是對妖術師大師 基奧 路易拉瓦這些人感到抱歉。
QUEST_20170420_005921	暗影師大師伊克爾立斯尤賓克總是努力想要變平凡，其實她一出生就是絕對不可能平凡的命運。{nl} 她的不平凡將會是她終生的負擔也是力量。
QUEST_20170420_005922	耶那 哈賓達勒和珍若是生活在同一個時代就好了。
QUEST_20170420_005923	魯帕斯 凱赫爾正在找的書中，有一部份是維諾那 安德的收藏。{nl} 但是沒有人知道這個事實。
QUEST_20170420_005924	符文師大師 薛利 沛寧頓離開故鄉來到王國南部，已經過了很長一段時間。{nl} 不久後他離開了位置，說不定會因此發生不幸。{nl} 所以在她不在時，就必須有人代替他。
QUEST_20170420_005925	夏奧雷伊出身的羅查利亞的夢想本來是治療師。{nl} 他不當治療師，改走牧師大師這條路，是在神樹之日之後。{nl} 這說不定是因為神樹之日而發生的唯一的好事。
QUEST_20170420_005926	聖火祭司大師是人類所記得的所有信仰的保存者。{nl} 且他自己可能不知道，人類遺忘的時代的信仰也還在那個教團懷中。
QUEST_20170420_005927	波洛夫雖然一直都有傳出聖水祭司大師位置，轉任隨軍牧師的想法，但在那之前，在生死交戰的戰場上，他覺得有必要試驗自己是不是能保持自身的信仰心。{nl} 先支援軍隊也是其方法之一。
QUEST_20170420_005928	瑪嬤瑪利拉寶邪靈祭司大師是在人與他們孤單的命運中擔任中介的角色，也是命運女神的輔助者，人們總是感謝他的勞苦。
QUEST_20170420_005929	泰斯拉是所有人類的大哥，到今天，被他製成雕像，女神們反而感到光榮。 
QUEST_20170420_005930	聖殿十字軍大師 瓦倫堤那斯納伊蒙是像現在一樣艱難的時期，支撐王國的四大樑柱之一。{nl} 但既然泰內聖堂的盟約都履行了，我也不想再向他要求什麼。
QUEST_20170420_005931	聖者大師亞古塔漢斯卡是這個時代的人當中第一個獲得夢的啟示的人，他也因為那個啟示而踏上聖職者這條路。
QUEST_20170420_005932	麥依史特斯 寇德文特 寬恕者大師是調和物質與精神均衡，從根本將無法測量的信仰心表示為數字的人。{nl} 雖然有時他會太過火，但他絕對是教團需要的人才。
QUEST_20170420_005933	所有人都知道 吉那 葛林 德魯伊大師個人是王國最有錢的富者。{nl} 我也同意。{nl} 但當其他人看的是她存放在凱都拉商團的鉅款時，我反而只會想到她持有的地下藏著的巴羅昆士的礦山。{nl} 當然不只她，連其他任何人都不知道這個事實…
QUEST_20170420_005934	神諭師大師 阿普羅尼亞 巴勒寶拉是即使女神不在，也從沒放開過與女神的連繫的聖職者。
QUEST_20170420_005935	發現看不見的法則、連女神都能拘束的宇宙原理的探索者卡巴拉們的首長，里布加 希帕提斯雖然現在是無官從軍，但他總有一天能重回王國高官職位的。
QUEST_20170420_005936	若牧師大師 羅查利亞與瘟疫醫生大師 畢里 奧雷魯斯的年紀差異再大一點，那次代大師繼承者定會是羅查利亞。{nl}  一般治療或者仰賴神聖立的治療，兩者才能兼具的人少之有少，這也許能看作一種不幸。
QUEST_20170420_005937	審判者是所有聖職者中，最常輔佐女神的人。{nl} 他們的首長托瑪斯 伊科諾施塔席斯邁入晚年，遇上了他的任何繼承人都沒遇過，沒有女神幫助的情況下，他只得承擔下分辨女神真正意思的責任。
QUEST_20170420_005938	雖然任何聖職者都能成功，卻果敢地選擇隨軍牧師這條路，凱斯爾羅巴斯成為91年來首次平民登上隨軍牧師大師的例子。{nl} 王國的隨軍牧師並不是為了為死去士兵祈禱而存在的，因此沒有家門後援，能爬到這個位置，大概一個世紀才會有一個。
QUEST_20170420_005939	不侍奉女神，而是理解人類心性，振揚士氣以接近神性的特異聖職者，便是道士。{nl} 勾洪將選擇此信仰修行的歷代道士所有記錄整理熟讀，領會一切以後成為道士大師。
QUEST_20170420_005940	對巫女大師兼世上神靈的溝通者 希托彌扣來說，他缺少的是勤勉精神。{nl} 對此我覺得很可惜。
QUEST_20170420_005941	弓箭手大師艾德蒙達斯 提羅現下最關心的就是星之塔建造的方式了。{nl} 不僅是因為他認為這能加強柯拉佩達的防禦設施，也表露了他對利迪亞夏班的憧憬。
QUEST_20170420_005942	弩箭手大師 里恩 托伊洛跟弓箭手大師一樣，很關心柯拉佩達的防禦設施補強。{nl} 雖然有些人認為他收集了太多的石頭，但那些並不全是為了射擊才收集的。
QUEST_20170420_005943	艾保尼風的生命無關遊俠大師 尼墨肯，而是從屬於你的選擇。她若是知道了一定會很難過。
QUEST_20170420_005944	因為我知書達禮，就算我對於獵人大師 皮歐那 伊艾巴知道些什麼，我也不能告訴你。{nl} 但不論實力，還是過去事跡，她確實是值得尊重的大師。
QUEST_20170420_005945	希望工兵大師總有一天能知道，他的父親到最後一刻都還惦記著兒子。
QUEST_20170420_005946	即使因為投身軍旅不久，階級還不高，但在不背離自己的前提下，她一定能同時身兼斥候大師與王國軍將軍職位的。
QUEST_20170420_005947	沃 帕與他的妹妹共同致力於將巫蠱師的傳統發揚光大。{nl} 也因為在王國，少數民族獲得王室認證登上大師職位非常稀奇，所以他必須更加努力。
QUEST_20170420_005948	流氓大師蓋瑪雖然幾乎沒有效力公益或做有益他人的行動，但他覺不是心性偏差的人。
QUEST_20170420_005949	畢斯巴達斯 布雷克非常在乎初代造箭者大師的成就。{nl} 雖說布雷克家門向來自負心重，而他尤甚。但他即使沒有祖先與家門的光環，也已經是一個出色的大師了。
QUEST_20170420_005950	在歷史上，馴鷹者大師有數次是獵人大師去兼職的。{nl} 皮歐那 伊艾巴在天才少女鷹飼育師出現後，就欣然地查了查先例，同意將兩個職種分離了。{nl} 當個參考，貞葛拉斯 梅塔伊的故鄉是王國首都。
QUEST_20170420_005951	艾達 薩伊克 巴拉賈斯是所有大師裡爵位最高的大師。{nl} 當然在軍人中階級是比烏斯卡或諾歐 帕雷塞烏斯低。{nl} 但單看爵位，他還比歐勒夏領主高。
