QUEST_LV_0400_00000000_000000	UTF-8-DOM問題迴避用
QUEST_LV_0400_20180827_003896	縮小的搜索範圍(5)
QUEST_LV_0400_20180827_003897	跟隨杜邦
QUEST_LV_0400_20180827_003898	監視裝置錄到的內容(1)
QUEST_LV_0400_20180827_003899	監視裝置錄到的內容(2)
QUEST_LV_0400_20180827_003900	說一起確認
QUEST_LV_0400_20180827_003901	說之後會去確認
QUEST_LV_0400_20180827_003902	恐怖的研究紀錄
QUEST_LV_0400_20180827_003903	說要使用微魔力探知器
QUEST_LV_0400_20180827_003904	住所街的研究紀錄保管所
QUEST_LV_0400_20180827_003905	確認是否有老舊的研究紀錄書
QUEST_LV_0400_20180827_003906	堤里馬依空地研究紀錄保管所
QUEST_LV_0400_20180827_003907	確認裝置
QUEST_LV_0400_20180827_003908	用假的老舊研究紀錄書和正本交換
QUEST_LV_0400_20180827_003909	瑪之亞斯洛普的研究紀錄保管所(1)
QUEST_LV_0400_20180827_003910	瑪之亞斯洛普的研究紀錄保管所(2)
QUEST_LV_0400_20180827_003911	詢問是什麼
QUEST_LV_0400_20180827_003912	弱小的逃亡者
QUEST_LV_0400_20180827_003913	搜索巴爾堤內紀念區
QUEST_LV_0400_20180827_003914	魔族正在巴爾堤內紀念區尋找某人，請去確認魔族們可疑的行動。
QUEST_LV_0400_20180827_003915	與奎波爾克利西亞對話
QUEST_LV_0400_20180827_003916	搜查巴爾堤內紀念區時遇見了奎波爾們，請與奎波爾克利西亞對話。
QUEST_LV_0400_20180827_003917	巴爾堤內紀念區的奎波爾克利西亞正在等待某人的協助。
QUEST_LV_0400_20180827_003918	收集巴爾堤內教區的聖物
QUEST_LV_0400_20180827_003919	奎波爾克利西亞說如自己和奎波爾們想躲過魔族追蹤者，就必須要有特別的力量，克利西亞說如利用過去巴爾堤內教區信徒們使用過的聖物，可讓奎波爾們移動到安全的地區後躲過追蹤者們，請前往巴爾堤內教區，收集巴爾堤內教區的聖物交給奎波爾克利西亞吧。
QUEST_LV_0400_20180827_003920	收集了奎波爾克利西亞請求找來的巴爾堤內教區的聖物，請交給克利西亞。
QUEST_LV_0400_20180827_003921	請與奎波爾克利西亞對話
QUEST_LV_0400_20180827_003922	清除還原的陷阱
QUEST_LV_0400_20180827_003923	奎波爾克利西亞表示追蹤者為捕捉逃亡的奎波爾設置了還原的陷阱，因此請你清除那個陷阱。如放置還原的陷阱不管，變柔弱的奎波爾會掉入陷阱被追蹤者抓到的，因此請你去清除設置在塔帕拉斯街道的還原的陷阱。
QUEST_LV_0400_20180827_003924	消滅帕卡爾小市場的魔族
QUEST_LV_0400_20180827_003925	奎波爾克利西亞請你去消滅設置還原的陷阱的魔族，持有還原的陷阱的魔族因陷阱的力量會散發出藍光，請去帕卡爾小市場尋找並消滅他們。
QUEST_LV_0400_20180827_003926	消滅在帕卡爾小市場持有還原的陷阱的魔族
QUEST_LV_0400_20180827_003927	拯救陷入還原的陷阱裡的奎波爾
QUEST_LV_0400_20180827_003928	奎波爾克利西亞請你前往南部廣場，拯救陷入還原的陷阱裡的奎波爾們。
QUEST_LV_0400_20180827_003929	依照奎波爾克利西亞的請求，拯救了陷入還原的陷阱的奎波爾們了，請回去找克利西亞。
QUEST_LV_0400_20180827_003930	巴爾堤內紀念區的奎波爾克利西亞正在等你
QUEST_LV_0400_20180827_003931	搜查奎波爾茲莎伊亞
QUEST_LV_0400_20180827_003932	奎波爾克利西亞說奎波爾茲莎伊亞好像陷入了危機，請你前往中央廣場去找奎波爾茲莎伊亞。
QUEST_LV_0400_20180827_003933	依照奎波爾克利西亞的請求救出了奎波爾茲莎伊亞，請隨著茲莎伊亞回去找克利西亞。
QUEST_LV_0400_20180827_003934	奎波爾克利西亞的計畫出現了失誤，請去與克利西亞商議。
QUEST_LV_0400_20180827_003935	與被救的奎波爾對話
QUEST_LV_0400_20180827_003936	巴爾堤內紀念區裡被拯救的奎波爾有話想對你說。
QUEST_LV_0400_20180827_003937	被拯救的奎波爾請你在他回想記憶的同時，去消滅正在搜索奎波爾們的魔族。
QUEST_LV_0400_20180827_003938	充分消滅魔族了，請回去找被拯救的奎波爾。
QUEST_LV_0400_20180827_003939	回收被拯救的奎波爾的持有品
QUEST_LV_0400_20180827_003940	被拯救的奎波爾認為因為逃亡時遺失的持有品，總有一天會讓他被魔族找到，為了降低自己的不安，請你去消滅徘徊在塔帕拉斯教區的魔族，並將被拯救的奎波爾的持有品找回來。
QUEST_LV_0400_20180827_003941	在塔帕拉斯教區找回所有被拯救的奎波爾的持有品了，請拿去還給她。
QUEST_LV_0400_20180827_003942	消滅持有還原的陷阱的魔族，回收%s。
QUEST_LV_0400_20180827_003943	最壞情況
QUEST_LV_0400_20180827_003944	克利黑爾紀念區的奎波爾克利西亞正在等待你的協助。
QUEST_LV_0400_20180827_003945	奎波爾克利西亞請你在他為了掌握這個地區的情況而進行準備的同時，去消滅周遭的魔族。
QUEST_LV_0400_20180827_003946	充分消滅魔族了，請回去找奎波爾克利西亞。
QUEST_LV_0400_20180827_003947	救助生存的奎波爾
QUEST_LV_0400_20180827_003948	奎波爾克利西亞表示他覺得在首都管理局後院裡仍有生存的奎波爾們，因此請你在他們受魔族迫害之前救出他們。
QUEST_LV_0400_20180827_003949	拯救出生存的奎波爾了，請回去找奎波爾克利西亞。
QUEST_LV_0400_20180827_003950	消滅持有還原的陷阱的魔族
QUEST_LV_0400_20180827_003951	奎波爾克利西亞說好像發現了奎波爾茲莎伊亞，為了茲莎伊亞的安全，請你在前往克利黑爾鹿苑入口之前，先去朝聖者廣場。
QUEST_LV_0400_20180827_003952	追擊奎波爾茲莎伊亞
QUEST_LV_0400_20180827_003953	奎波爾克利西亞請你前往克利黑爾鹿苑入口，並說服奎波爾茲莎伊亞。
QUEST_LV_0400_20180827_003954	雖見到了奎波爾茲莎伊亞，但卻無法說服他，請回去找奎波爾克利西亞。
QUEST_LV_0400_20180827_003955	與奎波爾茲莎伊亞對話
QUEST_LV_0400_20180827_003956	奎波爾克利西亞請你再次前往中央教區辦事處去遊說一次，茲莎伊亞表示因陷入了魔族的還原陷阱而正在消失中。
QUEST_LV_0400_20180827_003957	克利黑爾紀念區的奎波爾茲莎伊亞正在等你。
QUEST_LV_0400_20180827_003958	奎波爾茲莎伊亞拒絕對話並且逃跑了，請快追上她。
QUEST_LV_0400_20180827_003959	雖消滅了魔族，但說服奎波爾茲莎伊亞卻失敗了，請與奎波爾克利西亞對話。
QUEST_LV_0400_20180827_003960	拯救茲莎伊亞
QUEST_LV_0400_20180827_003961	奎波爾茲莎伊亞陷入了危機，請拯救茲莎伊亞。
QUEST_LV_0400_20180827_003962	請與奎波爾克利西亞對話
QUEST_LV_0400_20180827_003963	克利黑爾紀念區的奎波爾茲莎伊亞正在等待你的協助。
QUEST_LV_0400_20180827_003964	逃亡者的夢
QUEST_LV_0400_20180827_003965	發現了奎波爾佛拉德， 佛拉德正在逃避魔族追蹤者，請與奎波爾克利西亞對話，討論下一個計畫吧。
QUEST_LV_0400_20180827_003966	普利內爾紀念區的奎波爾克利西亞正在等待你的協助。
QUEST_LV_0400_20180827_003967	拯救陷入陷阱裡的奎波爾
QUEST_LV_0400_20180827_003968	奎波爾克利西亞請你去拯救陷入陷阱裡的奎波爾們。
QUEST_LV_0400_20180827_003969	尋找奎波爾佛拉德
QUEST_LV_0400_20180827_003970	奎波爾茲莎伊亞拜託你去找奎波爾佛拉德並說服他
QUEST_LV_0400_20180827_003971	和奎波爾佛拉德對話
QUEST_LV_0400_20180827_003972	奎波爾佛拉德正注視著你
QUEST_LV_0400_20180827_003973	奎波爾克利西亞說為了奎波爾們的安全，請你去清除還原的陷阱。
QUEST_LV_0400_20180827_003974	請和奎波爾佛拉德對話
QUEST_LV_0400_20180827_003975	奎波爾佛拉德又再次逃跑了。請回去找奎波爾克利西亞。
QUEST_LV_0400_20180827_003976	收集無力化寶珠
QUEST_LV_0400_20180827_003977	奎波爾克利西亞認為若要保護奎波爾佛拉德，必須先讓她脫力並抓住她。請從普利內爾故居復原地的魔族身上獲得她所需要的無力化寶珠。
QUEST_LV_0400_20180827_003978	已收集足夠的無力化寶珠。請回去找奎波爾克利西亞。
QUEST_LV_0400_20180827_003979	打倒灰比休伯和布蘭科比休伯，收集 %s
QUEST_LV_0400_20180827_003980	將騙術的信物交給奎波爾佛拉德
QUEST_LV_0400_20180827_003981	奎波爾克利西亞說要將這騙術的信物交給奎波爾佛拉德，表明會跟隨佛拉德之意，要你幫忙轉達。
QUEST_LV_0400_20180827_003982	打倒魔族BOSS
QUEST_LV_0400_20180827_003983	成功引誘奎波爾佛拉德並進行保護，但由於魔族頭目的關係，奎波爾克利西亞正處於危機中，請先打倒魔族頭目。
QUEST_LV_0400_20180827_003984	奎波爾克利西亞的狀態正在逐漸惡化，請和克利西亞對話。
QUEST_LV_0400_20180827_003985	普利內爾紀念區的奎波爾克利西亞正在等你。
QUEST_LV_0400_20180827_003986	交給奎波爾佛拉德
QUEST_LV_0400_20180827_003987	奎波爾克利西亞要你幫忙將她所有的東西交給奎波爾佛拉德。
QUEST_LV_0400_20180827_003988	和抗軍副司令官克倫對話
QUEST_LV_0400_20180827_003989	為了收復之事，先抵達的抗軍副司令官克倫正在找你。{nl}請和克倫對話。
QUEST_LV_0400_20180827_003990	克倫請你消滅周遭的魔族，好讓抗軍有時間整備。{nl}請打倒在周遭晃蕩的魔族。
QUEST_LV_0400_20180827_003991	已清理周遭的魔族。{nl}請回去向克倫報告。
QUEST_LV_0400_20180827_003992	傳點調查
QUEST_LV_0400_20180827_003993	抗軍副司令官克倫似乎想與你討論下一件委託。{nl}請和克倫對話。
QUEST_LV_0400_20180827_003994	調查1層動力室的傳點
QUEST_LV_0400_20180827_003995	克倫說根據前去調查的團員表示，1層動力室中有疑似為魔族傳點的東西，請你去調查1層動力室中的可疑傳點。{nl}請前往1層動力室調查可疑的傳點。
QUEST_LV_0400_20180827_003996	已調查1層動力室傳點。{nl}請回去向克倫報告。
QUEST_LV_0400_20180827_003997	抗軍副司令官克倫似乎確定了什麼。{nl}請和克倫對話。
QUEST_LV_0400_20180827_003998	在傳點附近設置傳點生成抑制器
QUEST_LV_0400_20180827_003999	克倫說已從拉穆羅斯長老手上拿到傳點生成抑制器，委託你去傳點附近設置抑制器。{nl}請在1層動力室的傳點周邊設置抑制器。
QUEST_LV_0400_20180827_004000	抑制器已全數設置。{nl}請回去向克倫報告。
QUEST_LV_0400_20180827_004001	抗軍副司令官克倫似乎準備了什麼。{nl}請和克倫對話。
QUEST_LV_0400_20180827_004002	使用炸彈破壞傳點
QUEST_LV_0400_20180827_004003	克倫說在你設置抑制器的期間，他做好了破壞傳點的炸彈，要你利用炸彈去摧毀傳點。{nl}請回到1層動力室，對傳點設置炸彈後將其摧毀。{nl}如果有未破壞的傳點，請將克倫給的額外的抑制器設置於傳點附近。
QUEST_LV_0400_20180827_004004	雖然已在所有傳點設置炸彈並引爆，但有一個並沒有被破壞。{nl}請回去向克倫報告。
QUEST_LV_0400_20180827_004005	解除防禦裝置
QUEST_LV_0400_20180827_004006	抗軍副司令官克倫想進行下個階段。{nl}請和克倫對話。
QUEST_LV_0400_20180827_004007	打倒周遭魔族及確認1層指揮室
QUEST_LV_0400_20180827_004008	克倫說妨礙該層的裝置雖然位於1層指揮室，但魔族太多，難以進入，要你替抗軍去確認一下裝置。{nl}請打倒周遭的魔族，確認位於1層指揮室的裝置。
QUEST_LV_0400_20180827_004009	防禦裝置上面似乎有魔法。{nl}請回去向克倫報告。
QUEST_LV_0400_20180827_004010	抗軍副司令官克倫似乎準備了什麼。{nl}請和克倫對話。
QUEST_LV_0400_20180827_004011	打倒魔族，收集魔石碎片
QUEST_LV_0400_20180827_004012	克倫說用於破壞傳點的炸彈材料已經用完，現在很困擾，想用魔族的魔力暫時代替。{nl}請消滅周遭的魔族，收集裝有魔力的魔石碎片。
QUEST_LV_0400_20180827_004013	魔石碎片收集完成。{nl}請回去向克倫報告。
QUEST_LV_0400_20180827_004014	抗軍副司令官克倫似乎已準備好破壞圍繞著防禦裝置的防護膜。{nl}請和克倫對話。
QUEST_LV_0400_20180827_004015	使1層指揮室的防禦裝置停下
QUEST_LV_0400_20180827_004016	克倫說他用你收集的魔石碎片製作了炸彈，請你在他們掃蕩魔族時，使用炸彈將1層指揮室內防禦裝置的防護膜去除。{nl}請使用炸彈，將1層指揮室內防禦裝置的防護膜去除，使裝置停下。
QUEST_LV_0400_20180827_004017	已讓防禦裝置停下。{nl}請回去向克倫報告。
QUEST_LV_0400_20180827_004018	抗軍副司令官克倫在找你。{nl}請和克倫對話。
QUEST_LV_0400_20180827_004019	往4層移動後，和巴伊爾對話
QUEST_LV_0400_20180827_004020	克倫說辛苦你了，並請你循著拉穆羅斯長老告知的路往去4層移動，和巴伊爾會合。{nl}往4層移動並和抗軍總司令官巴伊爾對話。
QUEST_LV_0400_20180827_004021	往4層移動後，和抗軍總司令官巴伊爾對話
QUEST_LV_0400_20180827_004022	巴伊爾說辛苦你了，並請你循著拉穆羅斯長老告知的路，前去4層。{nl}往4層移動後，請和巴伊爾對話。
QUEST_LV_0400_20180827_004023	和抗軍總司令官巴伊爾對話
QUEST_LV_0400_20180827_004024	抗軍總司令官巴伊爾說有事要拜託你。{nl}請和巴伊爾對話。
QUEST_LV_0400_20180827_004025	打倒往第1控制室路上的魔族
QUEST_LV_0400_20180827_004026	巴伊爾說你偵查完第2控制室後，幫忙除掉往第1控制室路上的怪物，然後查看一下第1控制室。{nl}請先打倒往第1控制室路上的怪物。
QUEST_LV_0400_20180827_004027	已清理第1控制室周遭的怪物。{nl}請往第1控制室移動，確認內部。
QUEST_LV_0400_20180827_004028	往第1控制室移動並偵查內部
QUEST_LV_0400_20180827_004029	已查看第1控制室內部。{nl}請回去向巴伊爾報告。
QUEST_LV_0400_20180827_004030	抗軍總司令官巴伊爾似乎想拜託你。{nl}請和巴伊爾對話。
QUEST_LV_0400_20180827_004031	巴伊爾說第1控制室似乎還沒有敵方的戒備，請你去解除防禦裝置。{nl}請往第1控制室移動，打退周遭的怪物，並讓第1防禦裝置停下。
QUEST_LV_0400_20180827_004032	使第1防禦裝置停下
QUEST_LV_0400_20180827_004033	已打倒四周的怪物與守護者，並獲得防禦裝置的控制桿。{nl}請連接控制桿，讓防禦裝置停下。
QUEST_LV_0400_20180827_004034	防禦裝置拉桿確保
QUEST_LV_0400_20180827_004035	從魔族身上收集可當作線索的物品
QUEST_LV_0400_20180827_004036	巴伊爾說第2防禦裝置也像第1防禦裝置那樣，不會任由其啟動，請你從周遭的魔族身上尋找可當作線索的東西。{nl}請打倒周遭的魔族，集齊可當作線索的物品。
QUEST_LV_0400_20180827_004037	已集齊可當作線索的物品。{nl}請回去向巴伊爾報告。
QUEST_LV_0400_20180827_004038	奪取%s
QUEST_LV_0400_20180827_004039	抗軍總司令官巴伊爾說要去讓下一個防禦裝置停下。{nl}請和巴伊爾對話。
QUEST_LV_0400_20180827_004040	在物流倉庫中獲得第2防禦裝置控制桿
QUEST_LV_0400_20180827_004041	巴伊爾根據指令書的內容，表示第2防禦裝置的控制桿在看守物流倉庫的守護者手中，請你先在物流倉庫中找到控制桿，接著去第2控制室與他會和。{nl}請往物流倉庫移動，然後找出控制桿。
QUEST_LV_0400_20180827_004042	往第2控制室移動
QUEST_LV_0400_20180827_004043	已獲得第2防禦裝置的控制桿。{nl}請往第2控制室移動，和巴伊爾會合。
QUEST_LV_0400_20180827_004044	使第2防禦裝置停下
QUEST_LV_0400_20180827_004045	已擊退守護防禦裝置的魔族與守護者。{nl}請將控制桿連接防禦裝置並啟動。
QUEST_LV_0400_20180827_004046	前往第12層
QUEST_LV_0400_20180827_004047	抗軍總司令官巴伊爾感到很為難。{nl}請和巴伊爾對話。{nl}
QUEST_LV_0400_20180827_004048	打倒通往集合地點路上的魔族
QUEST_LV_0400_20180827_004049	巴伊爾說在與團員出動前，需要整備的時間，整備完成後會跟上，請你先去開路，到時在集合地點碰頭。{nl}請打倒路上的魔族，讓抗軍能順利前進。
QUEST_LV_0400_20180827_004050	打倒擋住路口的怪物
QUEST_LV_0400_20180827_004051	往集合地點移動
QUEST_LV_0400_20180827_004052	已打倒魔族，讓抗軍能安全行動。{nl}請往巴伊爾說的集合地點移動。
QUEST_LV_0400_20180827_004053	已打退長老赫尼卡的伏兵。{nl}請和前去對付長老赫尼的巴伊爾會合，並與其談話。
QUEST_LV_0400_20180827_004054	抗軍總司令官巴伊爾說有話要告訴你。{nl}請和巴伊爾對話。
QUEST_LV_0400_20180827_004055	和醫療團員對話
QUEST_LV_0400_20180827_004056	醫療團員急需協助。{nl}請和醫療團員對話。
QUEST_LV_0400_20180827_004057	收集夏班史達的備用藥
QUEST_LV_0400_20180827_004058	醫療團員說有很多抗軍成員由於方才的毒煙陷阱，呈現中毒狀態，請求你從周遭的魔族身上收集可以治癒毒氣的東西。{nl}請打倒魔族，收集可以治療毒氣的物品。
