ITEM_20150317_000001	Empty_helmet
ITEM_20161005_011725	綠色小豬諾爾斯的武器碎片
ITEM_20161005_011726	黃色費克雪倫的武器碎片
ITEM_20161005_011727	綠色噗拉的武器碎片
ITEM_20161005_011728	綠色普拉密的武器碎片
ITEM_20161005_011729	艾可拉斯被撕碎的布
ITEM_20161005_011730	亞克拉希亞的毛髮
ITEM_20161005_011731	庫凱利努瑪尼的毛髮
ITEM_20161005_011732	庫凱利瓦爾澤的毛髮
ITEM_20161005_011733	落葉
ITEM_20161005_011734	綠色艾洛瑪庫的葉子
ITEM_20161005_011735	布羅姆的葉子
ITEM_20161005_011736	伯得尼的葉子
ITEM_20161005_011737	普羅倫的葉子
ITEM_20161005_011738	藍色提努的葉子
ITEM_20161005_011739	普羅倫種子
ITEM_20161005_011740	藍色烏特勒媧的皮革
ITEM_20161005_011741	羅德那康的皮革
ITEM_20161005_011742	羅德內克的皮革
ITEM_20161005_011743	羅德塔特的皮革
ITEM_20161005_011744	耶爾得羅戴的皮革
ITEM_20161005_011745	羅德道宇的皮革
ITEM_20161005_011746	羅德利歐特的皮革
ITEM_20161005_011747	那康普拉伊的皮革
ITEM_20161005_011748	那康伯格的皮革
ITEM_20161005_011749	羅德優凱爾的皮革
ITEM_20161005_011750	黃色卡羅的皮革
ITEM_20161005_011751	黃色波利普的皮革
ITEM_20161005_011752	努卡隆的皮革
ITEM_20161005_011753	洛姆貝爾努卡的皮革
ITEM_20161005_011754	比爾卡斯的皮革
ITEM_20161005_011755	比爾卡斯弓箭手的皮革
ITEM_20161005_011756	比爾卡斯暗殺者的皮革
ITEM_20161005_011757	比爾卡斯槍兵的皮革
ITEM_20161005_011758	比爾卡斯戰士的皮革
ITEM_20161005_011759	比爾卡斯魔法師的皮革
ITEM_20161005_011760	藍色都優魯的孢子
ITEM_20161005_011761	紅色克里葵歐的碎片
ITEM_20161005_011762	紅錨的碎片
ITEM_20161005_011763	綠色喬雷的碎片
ITEM_20161005_011764	綠色恰庫沃克的碎片
ITEM_20161005_011765	綠色查洛克的碎片
ITEM_20161005_011766	綠色哥布林的標誌
ITEM_20161005_011767	比爾卡斯的毛
ITEM_20161005_011768	紅色魔力鴨的刺
ITEM_20161005_011769	摩鈴卡卡 孢子
ITEM_20161005_011770	空白魔法書
ITEM_20161005_011771	空白的魔法書，用特定技能寫上咒文的話，就能使用該技能。
ITEM_20161005_011772	審判之輪
ITEM_20161005_011773	材質的重量比想像中重，傳說是能暫時叫來在其他地方的輪的石頭。
ITEM_20161005_011774	[活動]高階寶石研磨劑(限時)
ITEM_20161005_011775	強化寶石時使用，讓寶石大幅提升。獲得後，若14日內沒有使用系統回收。
ITEM_20161005_011776	[活動]最高階寶石研磨劑(限時)
ITEM_20161005_011777	[活動]擴音器(限時)
ITEM_20161005_011778	讓聲音變大。獲得後，若14日內沒有使用系統回收。
ITEM_20161005_011779	羅德那康的果實
ITEM_20161005_011780	羅德內克的刺莖
ITEM_20161005_011781	羅德塔特的果實
ITEM_20161005_011782	羅德塔特的葉子
ITEM_20161005_011783	羅德道宇的尾巴
ITEM_20161005_011784	羅德道宇的果實
ITEM_20161005_011785	羅德利歐特的槌子
ITEM_20161005_011786	羅德利歐特的木馬
ITEM_20161005_011787	愛多羅德的法杖
ITEM_20161005_011788	那康伯格果實
ITEM_20161005_011789	那康普拉伊的角
ITEM_20161005_011790	羅德優凱爾的木槍
ITEM_20161005_011791	藍色小豬多普的試劑瓶
ITEM_20161005_011792	黃色費克雪倫的武器
ITEM_20161005_011793	黃色小豬克萊佛的鉗子
ITEM_20161005_011794	綠色小豬諾爾斯的錫杖
ITEM_20161005_011795	綠色噗拉的斧頭
ITEM_20161005_011796	達拉魔法師的法杖
ITEM_20161005_011797	綠色普拉美的角
ITEM_20161005_011798	達拉弓箭手的羽毛頭飾
ITEM_20161005_011799	達拉戰鬥隊長的槌子
ITEM_20161005_011800	綠色普拉美的法杖
ITEM_20161005_011801	綠色羅布倫的石頭
ITEM_20161005_011802	綠色巴本的翅膀
ITEM_20161005_011803	綠色巴本的角
ITEM_20161005_011804	綠色喬雷的核
ITEM_20161005_011805	綠色喬雷的碎片
ITEM_20161005_011806	綠色普拉馬克的斧頭
ITEM_20161005_011807	綠色普拉馬克的完整的角
ITEM_20161005_011808	綠色普拉美弓箭手折斷的弓
ITEM_20161005_011809	綠色樹林哥布林的完整的角
ITEM_20161005_011810	橘色洛可弗的核
ITEM_20161005_011811	綠色普拉密武器碎片
ITEM_20161005_011812	厚重的倫多殼
ITEM_20161005_011813	倫多角
ITEM_20161005_011814	黑色夏德斯泰爾完整的翅膀
ITEM_20161005_011815	黑色夏德斯泰爾的細繩
ITEM_20161005_011816	黑色神殿奴隸暗殺者短劍
ITEM_20161005_011817	黑色神殿奴隸的披風
ITEM_20161005_011818	南瓜狗的高帽子
ITEM_20161005_011819	稻草人的鐮刀
ITEM_20161005_011820	稻草行屍的鐮刀
ITEM_20161005_011821	努德鳥羽毛
ITEM_20161005_011822	努德鳥的完整的翅膀
ITEM_20161005_011823	弩多奇屠殺者的倒鉤
ITEM_20161005_011824	綠色艾洛瑪庫的尾巴
ITEM_20161005_011825	藍色烏特勒媧指甲
ITEM_20161005_011826	綠色哥布林魔法師法杖
ITEM_20161005_011827	綠色哥布林戰士肩飾
ITEM_20161005_011828	綠色哥布林咒術師的犬齒
ITEM_20161005_011829	綠色哥布林的牙齒
ITEM_20161005_011830	紅色麥茲孢子
ITEM_20161005_011831	紅色夏烏爾拉伯假面
ITEM_20161005_011832	黑色神殿奴隸的石弓
ITEM_20161005_011833	黑色神殿奴隸的手套
ITEM_20161005_011834	拉昆完整的翅膀
ITEM_20161005_011835	圖斯利昆尾巴
ITEM_20161005_011836	圖斯利昆完整的翅膀
ITEM_20161005_011837	角魔像完整的角
ITEM_20161005_011838	多隆伊毛髮
ITEM_20161005_011839	努卡隆觸角
ITEM_20161005_011840	努卡隆手腕裝飾腕飾
ITEM_20161005_011841	黑色夏烏爾拉伯弓箭手的假面
ITEM_20161005_011842	黑色夏烏爾拉伯魔法師破碎的法杖
ITEM_20161005_011843	朱紅結晶
ITEM_20161005_011844	金黃結晶
ITEM_20161005_011845	艷紫結晶
ITEM_20161005_011846	紫色魔方結晶
ITEM_20161005_011847	紫色魔方形狀的結晶。
ITEM_20161005_011848	賢者之石
ITEM_20161005_011849	能召喚人工生命體的賢者之石。點擊滑鼠右鍵即可召喚。
ITEM_20161005_011850	藍色寶珠：艾可拉斯黛英
ITEM_20161005_011851	藍色寶珠：艾可拉斯堤凱
ITEM_20161005_011852	藍色寶珠：艾可拉斯貝言
ITEM_20161005_011853	藍色寶珠：艾可拉斯比休伯
ITEM_20161005_011854	藍色寶珠：艾可拉斯細索
ITEM_20161005_011855	藍色寶珠：艾可拉斯赫普
ITEM_20161005_011856	藍色寶珠：希亞莉亞
ITEM_20161005_011857	藍色寶珠：艾可拉斯沛達爾
ITEM_20161005_011858	藍色寶珠：艾可拉斯哲爾
ITEM_20161005_011859	藍色寶珠：亞克拉希亞
ITEM_20161005_011860	藍色寶珠：艾可拉斯卡溫黛斯
ITEM_20161005_011861	藍色寶珠：黑色夏德斯泰爾
ITEM_20161005_011862	藍色寶珠：黑色神殿奴隸
ITEM_20161005_011863	藍色寶珠：黑色神殿奴隸暗殺者
ITEM_20161005_011864	藍色寶珠：狼狗
ITEM_20161005_011865	藍色寶珠：稻草人
ITEM_20161005_011866	藍色寶珠：稻草行屍
ITEM_20161005_011867	藍色寶珠：努德鳥
ITEM_20161005_011868	藍色寶珠：弩多奇屠殺者
ITEM_20161005_011869	藍色寶珠：綠色艾洛瑪庫
ITEM_20161005_011870	藍色寶珠：藍色烏特勒媧
ITEM_20161005_011871	藍色寶珠：綠色哥布林劍士
ITEM_20161005_011872	藍色寶珠：綠色哥布林突擊兵
ITEM_20161005_011873	藍色寶珠：綠色哥布林魔法師
ITEM_20161005_011874	藍色寶珠：綠色哥布林咒術師
ITEM_20161005_011875	藍色寶珠：羅德那康
ITEM_20161005_011876	藍色寶珠：羅德內克
ITEM_20161005_011877	藍色寶珠：羅德塔特
ITEM_20161005_011878	藍色寶珠：耶爾得羅戴
ITEM_20161005_011879	藍色寶珠：羅德道宇
ITEM_20161005_011880	藍色寶珠：羅德利歐特
ITEM_20161005_011881	藍色寶珠：那康普拉伊
ITEM_20161005_011882	藍色寶珠：那康伯格
ITEM_20161005_011883	藍色寶珠：羅德優凱爾
ITEM_20161005_011884	藍色寶珠：羅德巴沙爾
ITEM_20161005_011885	藍色寶珠：藍色小豬多普
ITEM_20161005_011886	藍色寶珠：黃色小豬克萊佛
ITEM_20161005_011887	藍色寶珠：綠色小豬諾爾斯
ITEM_20161005_011888	藍色寶珠：黃色費克雪倫
ITEM_20161005_011889	藍色寶珠：庫凱利托特
ITEM_20161005_011890	藍色寶珠：庫凱利蘇米
ITEM_20161005_011891	藍色寶珠：庫凱利拉歐尼
ITEM_20161005_011892	藍色寶珠：黃色葉豆精
ITEM_20161005_011893	藍色寶珠：橘色克魯莫
ITEM_20161005_011894	藍色寶珠：紅色柯里曼
ITEM_20161005_011895	藍色寶珠：黃色卡羅
ITEM_20161005_011896	藍色寶珠：庫凱利努瑪尼
ITEM_20161005_011897	藍色寶珠：庫凱利扎巴
ITEM_20161005_011898	藍色寶珠：庫凱利奏伊尼
ITEM_20161005_011899	藍色寶珠：布羅姆
ITEM_20161005_011900	藍色寶珠：伯得尼
ITEM_20161005_011901	藍色寶珠：城保庭園師
ITEM_20161005_011902	藍色寶珠：普羅倫
ITEM_20161005_011903	藍色寶珠：普羅雷比
ITEM_20161005_011904	藍色寶珠：紅色史萊姆
ITEM_20161005_011905	藍色寶珠：黃色亞魯瑪
ITEM_20161005_011906	藍色寶珠：黃色法蘭
ITEM_20161005_011907	藍色寶珠：紅色法師咒術人偶
ITEM_20161005_011908	藍色寶珠：紅色克里葵歐
ITEM_20161005_011909	藍色寶珠：紅錨
ITEM_20161005_011910	藍色寶珠：綠色牢獄鬥士
ITEM_20161005_011911	藍色寶珠：黃色波利普
ITEM_20161005_011912	藍色寶珠：藍色高沙盧
ITEM_20161005_011913	藍色寶珠：藍色圖約勒
ITEM_20161005_011914	藍色寶珠：藍色提努
ITEM_20161005_011915	藍色寶珠：藍色畢托爾
ITEM_20161005_011916	藍色寶珠：紅色魔力鴨
ITEM_20161005_011917	藍色寶珠：藍色摩格蘭
ITEM_20161005_011918	藍色寶珠：拉克昆
ITEM_20161005_011919	藍色寶珠：拉克摳普
ITEM_20161005_011920	藍色寶珠：綠色噗拉
ITEM_20161005_011921	藍色寶珠：達拉魔法師
ITEM_20161005_011922	藍色寶珠：綠色普拉美
ITEM_20161005_011923	藍色寶珠：達拉弓箭手
ITEM_20161005_011924	藍色寶珠：達拉戰鬥隊長
ITEM_20161005_011925	藍色寶珠：拉克達諾
ITEM_20161005_011926	藍色寶珠：綠色普拉美博學者
ITEM_20161005_011927	藍色寶珠：綠色巴本
ITEM_20161005_011928	藍色寶珠：綠色羅布倫
ITEM_20161005_011929	藍色寶珠：綠色喬雷
ITEM_20161005_011930	藍色寶珠：綠色普拉馬克
ITEM_20161005_011931	藍色寶珠：綠色普拉美弓箭手
ITEM_20161005_011932	藍色寶珠：綠色樹林哥布林
ITEM_20161005_011933	藍色寶珠：橘色拉克摳普
ITEM_20161005_011934	藍色寶珠：綠色普拉密
ITEM_20161005_011935	藍色寶珠：倫多
ITEM_20161005_011936	藍色寶珠：紅色麥茲
ITEM_20161005_011937	藍色寶珠：紅色夏烏爾拉伯
ITEM_20161005_011938	藍色寶珠：黑色夏烏爾拉伯弓箭手
ITEM_20161005_011939	藍色寶珠：黑色夏烏爾拉伯博學者
ITEM_20161005_011940	藍色寶珠：拉昆
ITEM_20161005_011941	藍色寶珠：圖斯利昆
ITEM_20161005_011942	藍色寶珠：角魔像
ITEM_20161005_011943	藍色寶珠：多隆伊
ITEM_20161005_011944	藍色寶珠：圖隆伊
ITEM_20161005_011945	藍色寶珠：努卡隆
ITEM_20161005_011946	藍色寶珠：比爾卡斯
ITEM_20161005_011947	藍色寶珠：比爾卡斯弓箭手
ITEM_20161005_011948	藍色寶珠：洛姆貝爾努卡
ITEM_20161005_011949	藍色寶珠：比爾卡斯暗殺者
ITEM_20161005_011950	藍色寶珠：比爾卡斯槍兵
ITEM_20161005_011951	藍色寶珠：比爾卡斯戰士
ITEM_20161005_011952	藍色寶珠：比爾卡斯博學者
ITEM_20161005_011953	藍色寶珠：綠色查洛克
ITEM_20161005_011954	藍色寶珠：綠色恰庫沃克
ITEM_20161005_011955	藍色寶珠：綠色布拉因德倫
ITEM_20161005_011956	藍色寶珠：洞穴毒妖花
ITEM_20161005_011957	藍色寶珠：庫凱利辛巴尼
ITEM_20161005_011958	藍色寶珠：庫凱利瓦爾澤
ITEM_20161005_011959	藍色寶珠：庫凱利傑皮
ITEM_20161005_011960	藍色寶珠：摩鈴卡卡
ITEM_20161005_011961	藍色寶珠：那布
ITEM_20161005_011962	藍色寶珠：摩寧鳥
ITEM_20161005_011963	紅色寶珠：艾可拉斯黛英
ITEM_20161005_011964	紅色寶珠：艾可拉斯堤凱
ITEM_20161005_011965	紅色寶珠：艾可拉斯貝言
ITEM_20161005_011966	紅色寶珠：艾可拉斯比休伯
ITEM_20161005_011967	紅色寶珠：艾可拉斯細索
ITEM_20161005_011968	紅色寶珠：艾可拉斯赫普
ITEM_20161005_011969	紅色寶珠：希亞莉亞
ITEM_20161005_011970	紅色寶珠：艾可拉斯沛達爾
ITEM_20161005_011971	紅色寶珠：艾可拉斯哲爾
ITEM_20161005_011972	紅色寶珠：亞克拉希亞
ITEM_20161005_011973	紅色寶珠：艾可拉斯卡溫黛斯
ITEM_20161005_011974	紅色寶珠：黑色夏德斯泰爾
ITEM_20161005_011975	紅色寶珠：黑色神殿奴隸
ITEM_20161005_011976	紅色寶珠：黑色神殿奴隸暗殺者
ITEM_20161005_011977	紅色寶珠：狼狗
ITEM_20161005_011978	紅色寶珠：稻草人
ITEM_20161005_011979	紅色寶珠：稻草行屍
ITEM_20161005_011980	紅色寶珠：努德鳥
ITEM_20161005_011981	紅色寶珠：弩多奇屠殺者
ITEM_20161005_011982	紅色寶珠：綠色艾洛瑪庫
ITEM_20161005_011983	紅色寶珠：藍色烏特勒媧
ITEM_20161005_011984	紅色寶珠：綠色哥布林劍士
ITEM_20161005_011985	紅色寶珠：綠色哥布林突擊兵
ITEM_20161005_011986	紅色寶珠：綠色哥布林魔法師
ITEM_20161005_011987	紅色寶珠：綠色哥布林咒術師
ITEM_20161005_011988	紅色寶珠：羅德那康
ITEM_20161005_011989	紅色寶珠：羅德內克
ITEM_20161005_011990	紅色寶珠：羅德塔特
ITEM_20161005_011991	紅色寶珠：耶爾得羅戴
ITEM_20161005_011992	紅色寶珠：羅德道宇
ITEM_20161005_011993	紅色寶珠：羅德利歐特
ITEM_20161005_011994	紅色寶珠：那康普拉伊
ITEM_20161005_011995	紅色寶珠：那康伯格
ITEM_20161005_011996	紅色寶珠：羅德優凱爾
ITEM_20161005_011997	紅色寶珠：羅德巴沙爾
ITEM_20161005_011998	紅色寶珠：藍色小豬多普
ITEM_20161005_011999	紅色寶珠：黃色小豬克萊佛
ITEM_20161005_012000	紅色寶珠：綠色小豬諾爾斯
ITEM_20161005_012001	紅色寶珠：黃色費克雪倫
ITEM_20161005_012002	紅色寶珠：庫凱利托特
ITEM_20161005_012003	紅色寶珠：庫凱利蘇米
ITEM_20161005_012004	紅色寶珠：庫凱利拉歐尼
ITEM_20161005_012005	紅色寶珠：黃色葉豆精
ITEM_20161005_012006	紅色寶珠：橘色克魯莫
ITEM_20161005_012007	紅色寶珠：紅色柯里曼
ITEM_20161005_012008	紅色寶珠：黃色卡羅
ITEM_20161005_012009	紅色寶珠：庫凱利努瑪尼
ITEM_20161005_012010	紅色寶珠：庫凱利扎巴
ITEM_20161005_012011	紅色寶珠：庫凱利奏伊尼
ITEM_20161005_012012	紅色寶珠：布羅姆
ITEM_20161005_012013	紅色寶珠：伯得尼
ITEM_20161005_012014	紅色寶珠：城保庭園師
ITEM_20161005_012015	紅色寶珠：普羅倫
ITEM_20161005_012016	紅色寶珠：普羅雷比
ITEM_20161005_012017	紅色寶珠：紅色史萊姆
ITEM_20161005_012018	紅色寶珠：黃色亞魯瑪
ITEM_20161005_012019	紅色寶珠：黃色法蘭
ITEM_20161005_012020	紅色寶珠：紅色法師咒術人偶
ITEM_20161005_012021	紅色寶珠：紅色克里葵歐
ITEM_20161005_012022	紅色寶珠：紅錨
ITEM_20161005_012023	紅色寶珠：綠色牢獄鬥士
ITEM_20161005_012024	紅色寶珠：黃色波利普
ITEM_20161005_012025	紅色寶珠：藍色高沙盧
ITEM_20161005_012026	紅色寶珠：藍色圖約勒
ITEM_20161005_012027	紅色寶珠：藍色提努
ITEM_20161005_012028	紅色寶珠：藍色畢托爾
ITEM_20161005_012029	紅色寶珠：紅色魔力鴨
ITEM_20161005_012030	紅色寶珠：藍色摩格蘭
ITEM_20161005_012031	紅色寶珠：拉克昆
ITEM_20161005_012032	紅色寶珠：拉克摳普
ITEM_20161005_012033	紅色寶珠：綠色噗拉
ITEM_20161005_012034	紅色寶珠：達拉魔法師
ITEM_20161005_012035	紅色寶珠：綠色普拉美
ITEM_20161005_012036	紅色寶珠：達拉弓箭手
ITEM_20161005_012037	紅色寶珠：達拉戰鬥隊長
ITEM_20161005_012038	紅色寶珠：拉克達諾
ITEM_20161005_012039	紅色寶珠：綠色普拉美博學者
ITEM_20161005_012040	紅色寶珠：綠色巴本
ITEM_20161005_012041	紅色寶珠：綠色羅布倫
ITEM_20161005_012042	紅色寶珠：綠色喬雷
ITEM_20161005_012043	紅色寶珠：綠色普拉馬克
ITEM_20161005_012044	紅色寶珠：綠色普拉美弓箭手
ITEM_20161005_012045	紅色寶珠：綠色樹林哥布林
ITEM_20161005_012046	紅色寶珠：橘色拉克摳普
ITEM_20161005_012047	紅色寶珠：綠色普拉密
ITEM_20161005_012048	紅色寶珠：倫多
ITEM_20161005_012049	紅色寶珠：紅色麥茲
ITEM_20161005_012050	紅色寶珠：紅色夏烏爾拉伯
ITEM_20161005_012051	紅色寶珠：黑色夏烏爾拉伯弓箭手
