QUEST_UNUSED_00000000_000000	UTF-8-DOM問題迴避用
QUEST_UNUSED_20151102_002960	Talk to the Experiment Victim
QUEST_UNUSED_20151102_002961	Destroy the Experiment Equipment
QUEST_UNUSED_20151102_002962	Destroy the Experiment Equipment
QUEST_UNUSED_20151102_002963	Destroy the Demons' Experiment Tools
QUEST_UNUSED_20151102_002964	Talk to the Monk
QUEST_UNUSED_20151102_002965	Talk to the Monk
QUEST_UNUSED_20151102_002966	Retrieve the Holy Relic Fragments
QUEST_UNUSED_20151102_002967	Retrieve the fragments of the relic destroyed by the demons.
QUEST_UNUSED_20151102_002968	Set up the Relic
QUEST_UNUSED_20151102_002969	Set up the Relic
QUEST_UNUSED_20151102_002970	Talk to the Monk
QUEST_UNUSED_20151102_002971	Find objects to overload the device
QUEST_UNUSED_20151102_002972	Look for objects that might overload the device and bring them to Edmundas.
QUEST_UNUSED_20151102_002973	Collect Black Gems
QUEST_UNUSED_20151102_002974	Collect Black Gems and overload the device
QUEST_UNUSED_20151102_002975	Remove the Crystal
QUEST_UNUSED_20151102_002976	Use the device's protection barrier and remove the crystal
QUEST_UNUSED_20151102_002977	Talk to Edmundas
QUEST_UNUSED_20151102_002978	Rescue Rose
QUEST_UNUSED_20151102_002979	Rose's mind is being controlled. Rescue her.
QUEST_UNUSED_20151102_002980	Defeat Deathweaver
QUEST_UNUSED_20151102_002981	Defeat monsters nearby
QUEST_UNUSED_20151102_002982	Defeat the monsters around Edmundas and Rose
QUEST_UNUSED_20151102_002983	Defeat the monsters threatening Edmundas and Rose
QUEST_UNUSED_20151102_002984	Talk to the Wizard Submaster
QUEST_UNUSED_20151102_002985	Talk to the Wizard Submaster
QUEST_UNUSED_20151102_002986	Talk to the Wizard Master
QUEST_UNUSED_20151102_002987	Talk to the Wizard Master
QUEST_UNUSED_20151102_002988	Obtain Demon Essence
QUEST_UNUSED_20151102_002989	The Wizard Submaster requires Demon Essence to create a Protection Barrier Crystal. Obtain the required amount of Demon Essence.
QUEST_UNUSED_20151102_002990	Set up the Protection Barrier Crystal
QUEST_UNUSED_20151102_002991	Set up the Protection Barrier Crystal
QUEST_UNUSED_20151102_002992	Obtain Mysterious Wizard's Experiment Journal
QUEST_UNUSED_20151102_002993	Obtain Mysterious Wizard's Experiment Journal
QUEST_UNUSED_20151102_002994	Shut down the Breeding Device
QUEST_UNUSED_20151102_002995	Shut down the giant bracken spore breeding device
QUEST_UNUSED_20151102_002996	Look for Mayor Romanas
QUEST_UNUSED_20151102_002997	Lost in the Forest
QUEST_UNUSED_20151102_002998	The Missing Bishop
QUEST_UNUSED_20151102_002999	The Burnt Whereabouts
QUEST_UNUSED_20151102_003000	Monster Colony
QUEST_UNUSED_20151102_003001	Large-Scale Search Operation
QUEST_UNUSED_20151102_003002	Defeat the monsters from District 1 and collect Priest Gelija's notes
QUEST_UNUSED_20151102_003003	"""Agent Larena has asked you to take Jolly, the priests' dog, and search for traces of them nearby."""
QUEST_UNUSED_20151102_003004	Defeat Specter Monarch
QUEST_UNUSED_20151102_003005	Defeat the monsters from District 1
QUEST_UNUSED_20151102_003006	Agent Orwen has asked you to defeat the monsters in District 1 that are interfering with the informers' search operations.
QUEST_UNUSED_20151102_003007	Deactivate the Ominous Magic Circles
QUEST_UNUSED_20151102_003008	Agent Orwen has asked you to release the magic circles spread out through Districts 1/2.
QUEST_UNUSED_20151102_003009	Preliminary Investigation
QUEST_UNUSED_20151102_003010	Defeat the monsters from District 3
QUEST_UNUSED_20151102_003011	"""Agent Notres sees signs of demons in the affected monsters. Defeat the monsters in District 5 and collect their contaminated blood, then bring it Agent Notres."""
QUEST_UNUSED_20151102_003012	Chaser Zegaus has asked you to defeat the monsters in District 7 to protect those who are injured.
QUEST_UNUSED_20151102_003013	The Dangerous Trace
QUEST_UNUSED_20151102_003014	Bishop Urbonas' Whereabouts
QUEST_UNUSED_20151102_003015	Destroy the 3rd Zone Cursed Totem
QUEST_UNUSED_20151102_003016	Destroy the 4th Zone Cursed Totem Fragments
QUEST_UNUSED_20151102_003017	Check the 4th Zone Cursed Totem
QUEST_UNUSED_20151102_003018	Talk to Chaser Torvana
QUEST_UNUSED_20151102_003019	Chaser Torvana has asked you to collect the black wooden pieces requested by the 2nd Ward Intelligence Command.
QUEST_UNUSED_20151102_003020	"""Chaser Daramaus has asked you to investigate the objects used by the demons, as requested by the 3rd Ward Intelligence Command. Defeat demons to collect the sacks they carry."""
QUEST_UNUSED_20151102_003021	Talk to Chaser Daramaus
QUEST_UNUSED_20151102_003022	Destroy the 2nd Ward Cursed Totem
QUEST_UNUSED_20151102_003023	Talk to Priest Irma
QUEST_UNUSED_20151102_003024	Defeat Fire Lord
QUEST_UNUSED_20151102_003025	Destroy the 4th Ward Cursed Totem
QUEST_UNUSED_20151102_003026	Priest Irma suggests you destroy the surveillance totem to distract Demon Lord Marnox and go to Ashaq Underground Prison 3F to retrieve the Demon Orders. Attach the incomplete demon stones found around the second totem to it and destroy the totem.
QUEST_UNUSED_20151102_003027	Talk to Gelija
QUEST_UNUSED_20151102_003028	What If Again
QUEST_UNUSED_20151102_003029	Talk to Priest Auranas
QUEST_UNUSED_20151102_003030	Talk to Priest Draznie
QUEST_UNUSED_20151102_003031	Defeat the monsters from District 3
QUEST_UNUSED_20151102_003032	A Deeper Place
QUEST_UNUSED_20151102_003033	Talk to Priest Gelija
QUEST_UNUSED_20151102_003034	Everything Intact
QUEST_UNUSED_20151102_003035	Destroy the 1st Ward Cursed Totem
QUEST_UNUSED_20151102_003036	Collect Fur From Green Lepusbunny Assassins
QUEST_UNUSED_20151102_003037	Baskez is looking for Green Lepusbunny Assassin fur to help their colleagues fight the cold temperatures. Hunt for Green Lepusbunny Assassin to colelct their fur.
QUEST_UNUSED_20151102_003038	Collect Blue Siaulav Mage Emergency Food
QUEST_UNUSED_20151102_003039	Supply Officer Ronda wants to use the Blue Siaulav Mages' emergency food to solve the current shortage of food supply. Defeat Blue Siaulav Mages at the Camping Ground and collect their emergency food.
QUEST_UNUSED_20151102_003040	You have collected the requested food items. Hurry and bring them to Ronda.
QUEST_UNUSED_20151102_003041	Collect Blue Lapasape Mushrooms
QUEST_UNUSED_20151102_003042	Stogas Commanding Officer Ades wants to cure the bed-ridden wizard. Collect Blue Lapasape mushrooms to help alleviate the fever.
QUEST_UNUSED_20151102_003043	You have collected enough Blue Lapasape mushrooms. Bring them to Ades.
QUEST_UNUSED_20151102_003044	Obtain Lapeman Metal Decorations and Dry Wood
QUEST_UNUSED_20151102_003045	The Peltasta Submaster has tasked you with collecting shield materials. Go to Paupys Crossing and collect Lapeman metal decorations and dry wood.
QUEST_UNUSED_20151102_003046	"""Defeat monsters and charge the gem with energy. Then, use the energetic crystal gem to set fire to the flameholder by the Krivis Submaster."""
QUEST_UNUSED_20151102_003047	The Peltasta Submaster wants to test your shield skills. Go to Bracken Forest 63_3 with your shield equipped and defeat monsters to collect crystals. Demons will earn you extra points. This is a task you must complete on your own.
QUEST_UNUSED_20151102_003048	You have defeated the requested number of monsters. Return to the Peltasta Submaster.
QUEST_UNUSED_20151102_003049	"""Collect Herbs from Braken Forest 63_1, 63_2 and 63_3"""
QUEST_UNUSED_20151102_003050	"""The Priest Submaster has asked you to collect herbs from Braken Forest 63_1, 63_2 and 63_3 to make an ointment."""
QUEST_UNUSED_20151102_003051	Collect the Pawndel Soul Crystal and Pawnd Mind Crystal from Braken Forest 63_3.
QUEST_UNUSED_20151102_003052	The Highlander Submaster wants to see how much you have perfected your Highlander techniques. Use them to defeat monsters and prove yourself. This is a task you must complete on your own.
QUEST_UNUSED_20151102_003053	The Barbarian Submaster has asked you to deafeeat monsters in your basic state with no enhancement effects. This is a task you must compelte on your own.
QUEST_UNUSED_20151102_003054	Defeat the demons of Feretory Hills
QUEST_UNUSED_20151102_003055	Defeat demons in Feretory Hills and prove yourself to the Cataphract Master.
QUEST_UNUSED_20151102_003056	"""Battle the monsters in Feretory Hills to lower their stamina, then use the gem to purify them. Afterwards, collect their ashes."""
QUEST_UNUSED_20151102_003057	"""Go to Feretory Hills and use the energy received from the Sadhu Master to combine it with part of the monsters' spirits. Then, collect the spirits by defeating them. This is a task you must complete on your own."""
QUEST_UNUSED_20151102_003058	Defeat the monsters at Apsimesti Crossroads without a shield
QUEST_UNUSED_20151102_003059	Unequip your shield and go defeat monsters at the Apsimesti Crossroads. This is a task you must complete on your own.
QUEST_UNUSED_20151102_003060	You have received plenty of balm. Use it to repair the statues of Goddess Vakarine in Fedimian and Orsha.
QUEST_UNUSED_20151102_003061	You have repaired all the requested Goddess Statues. Return to the Dievdirbys Submaster.
QUEST_UNUSED_20151102_003062	Collect %s
QUEST_UNUSED_20151102_003063	Go through the objects and obtain %s
QUEST_UNUSED_20151102_003064	Carlyle's Spirit has asked you to burn down the list of garden owners. 
QUEST_UNUSED_20151102_003065	 Press the key to enter Rest Mode and use the firewood to set up a campfire and burn the list.
QUEST_UNUSED_20151102_003066	Leja looks hurt and in need of help. Talk to her.
QUEST_UNUSED_20151102_003067	Collect the Herbs requested by Druid Leja
QUEST_UNUSED_20151102_003068	Druid Leja got hurt trying to catch the ferrets that stole food from the village. Go to the place she instructed and collect herbs to help her regain her energy.
QUEST_UNUSED_20151102_003069	Deliver the herbs to Druid Leja
QUEST_UNUSED_20151102_003070	Meeting the Mysterious Girl
QUEST_UNUSED_20151102_003071	A sacred energy is felt in the air.
QUEST_UNUSED_20151102_003072	"""On your way to deliver the herbs requested by Druid Leja, you came across a mysterious girl. For now, deliver the herbs to Leja."""
QUEST_UNUSED_20151102_003073	"""On your way to deliver the herbs requested by Druid Leja, you came across a mysterious girl. Talk to Leja about the girl."""
QUEST_UNUSED_20151102_003074	Deliver the Recovered Food to the Village Chief
QUEST_UNUSED_20151102_003075	"""You have recovered all the food items stolen by the ferrets. As Leja instructed, go find the village chief by the Ephlysti Crossing."""
QUEST_UNUSED_20151102_003076	Take %s back from the ferrets
QUEST_UNUSED_20151102_003077	Destroy the Demon Totems brainwashing the ferrets
QUEST_UNUSED_20151102_003078	The village chief has been tricked by a false Revelator before and is wary of trusting you. Destroy the demon totems in the Banaga Forest Trail to prove you're a real Revelator.
QUEST_UNUSED_20151102_003079	You have destroyed all demon totems. Return to the village chief and report this.
QUEST_UNUSED_20151102_003080	The village chief is grateful to you for having destroyed the totems. Ask the village chief about what to do next.
QUEST_UNUSED_20151102_003081	Follow the Mysterious Girl
QUEST_UNUSED_20151102_003082	The village chief told you of an old village legend and believes that the girl was sent by Laima. Follow the girl to Zeraha.
QUEST_UNUSED_20151102_003083	Collect Gigantic Fruit Juice from the ferrets
QUEST_UNUSED_20151102_003084	"""The villager says that the red water from the river has contaminated their fruit, but that the ferrets might know a way of making them safe to eat. Collect fruit juice from the ferrets."""
QUEST_UNUSED_20151102_003085	Deliver to the Villager
QUEST_UNUSED_20151102_003086	Collect %s from the ferrets
QUEST_UNUSED_20151102_003087	Take the red water from the Old Well
QUEST_UNUSED_20151102_003088	"""The villager is planning to contaminate the food stolen by the ferrets with red water. First, get some red water from the old well."""
QUEST_UNUSED_20151102_003089	Contaminate the Stolen Food With Red Water
QUEST_UNUSED_20151102_003090	The village resident asked you to contaminate the ferrets' meat jerky with the red water.
QUEST_UNUSED_20151102_003091	You found the meat jerky and used the red water to contaminate it. Return to the villager.
QUEST_UNUSED_20151102_003092	The village chief's grandson is back from checking up on the ferrets after the totem was destroyed. He seems disapponted. Talk to him.
QUEST_UNUSED_20151102_003093	Dievdirbys Widas says he carved a statue that radiates good energy based on the totem he made for the demons. Talk to Widas again.
QUEST_UNUSED_20151102_003094	Set up Widas' Statue close to the ferrets
QUEST_UNUSED_20151102_003095	Dievdirbys Widas says he carved a statue that radiates good energy based on the totem he made for the demons. Set up Widas' statue close to the ferrets and watch their reaction.
QUEST_UNUSED_20151102_003096	"""After raising Widas' statue arround the ferrets, they became unexpectedly more violent. Tell Widas about this."""
QUEST_UNUSED_20151102_003097	Follow the girl in the direction she's headed.
QUEST_UNUSED_20151102_003098	The girl left visible traces. Follow her trace to find her.
QUEST_UNUSED_20151102_003099	Follow the Girl
QUEST_UNUSED_20151102_003100	The girl seems to be telling you to follow her downwards. Keep following her.
QUEST_UNUSED_20151102_003101	"""While chasing the girl, you met Druid Leja. Ask Leja about the girl's whereabouts."""
QUEST_UNUSED_20151102_003102	Druid Leja says the girl was being chased by ferrets. Defeat the ferrets and rescue the girl.
QUEST_UNUSED_20151102_003103	The mysterious girl was taken by Demon Lord Zaura. Discuss this with Druid Leja.
QUEST_UNUSED_20151102_003104	Defeat the ferrets
QUEST_UNUSED_20151102_003105	The Demon Lord took the girl and disappeared. Discuss with Druid Leja about what to do next.
QUEST_UNUSED_20151102_003106	Druid Leja believes the ferrets are hiding the girl. She asks you to bring some Drowsy Herbs for her to make an incense to use on the ferrets.
QUEST_UNUSED_20151102_003107	Deliver the Drowsy Herbs to Druid Leja
QUEST_UNUSED_20151102_003108	Druid Leja has created an incense able to put the ferrets in a trance. Ask Druid Leja about the possible location of the girl and the ferrets.
QUEST_UNUSED_20151102_003109	Rescue the Kidnapped Girl from the Ferret Hideout
QUEST_UNUSED_20151102_003110	"""The girl kidnapped by the ferrets needs to be rescued. Throw the bag of incense to leave the ferrets disoriented, then take your chance and rescue the girl."""
